"","rent","bedroom","livingroom","bathroom","area","room","floor_grp","subway","region","heating"
"1042",3845,2,1,1,10,"次卧","低楼层","是","西城","集中供暖"
"1043",4615,2,1,1,21,"主卧","低楼层","是","西城","集中供暖"
"1044",3962,3,1,1,24,"主卧","低楼层","是","通州","集中供暖"
"1045",2661,3,1,1,16,"主卧","低楼层","是","大兴","集中供暖"
"1046",3509,2,1,1,17,"主卧","高楼层","是","丰台","集中供暖"
"1047",3516,2,1,1,8,"主卧","中楼层","是","朝阳","集中供暖"
"1048",3265,4,1,1,19,"次卧","中楼层","是","石景山","集中供暖"
"1049",3943,4,1,1,18,"主卧","中楼层","是","石景山","集中供暖"
"1050",2691,3,1,1,14,"次卧","高楼层","是","海淀","集中供暖"
"1051",3060,3,1,1,14,"次卧","低楼层","是","昌平","自采暖"
"1052",3315,4,1,1,16,"主卧","低楼层","是","昌平","自采暖"
"1053",2608,3,1,1,11,"次卧","高楼层","是","昌平","集中供暖"
"1054",3007,3,1,1,8,"次卧","中楼层","是","海淀","自采暖"
"1055",2587,4,1,2,12,"次卧","中楼层","是","大兴","集中供暖"
"1056",2739,2,1,1,15,"主卧","低楼层","否","朝阳","自采暖"
"1057",1779,4,1,1,12,"次卧","高楼层","是","房山","集中供暖"
"1058",3319,4,1,1,13,"主卧","高楼层","是","丰台","集中供暖"
"1059",2409,4,1,1,14,"次卧","中楼层","否","通州","集中供暖"
"1060",3988,4,1,1,10,"次卧","中楼层","是","朝阳","集中供暖"
"1061",2617,3,1,1,8,"次卧","高楼层","是","丰台","集中供暖"
"1062",3143,4,1,1,12,"主卧","高楼层","是","朝阳","自采暖"
"1063",2193,4,1,1,13,"主卧","中楼层","否","顺义","集中供暖"
"1064",2501,4,1,1,15,"主卧","低楼层","是","通州","集中供暖"
"1065",2680,4,1,1,13,"次卧","中楼层","是","昌平","集中供暖"
"1066",2676,4,1,1,8,"次卧","低楼层","是","通州","集中供暖"
"1067",2235,4,1,1,14,"主卧","中楼层","是","丰台","自采暖"
"1068",2782,3,1,1,7,"次卧","高楼层","是","昌平","集中供暖"
"1069",3194,3,1,1,10,"次卧","低楼层","是","朝阳","集中供暖"
"1070",3998,2,1,1,15,"主卧","低楼层","是","海淀","集中供暖"
"1071",4078,2,1,1,15,"次卧","低楼层","是","海淀","集中供暖"
"1072",4262,3,1,1,14,"主卧","高楼层","是","朝阳","集中供暖"
"1073",3152,2,1,1,12,"次卧","低楼层","是","丰台","集中供暖"
"1074",3656,2,1,1,19,"主卧","低楼层","是","丰台","集中供暖"
"1075",4004,4,1,1,24,"主卧","低楼层","是","丰台","集中供暖"
"1076",3186,2,1,1,8,"次卧","中楼层","是","朝阳","集中供暖"
"1077",2455,2,1,1,14,"主卧","中楼层","是","通州","集中供暖"
"1078",2310,3,1,1,14,"次卧","中楼层","是","通州","集中供暖"
"1079",2752,2,1,1,7,"次卧","低楼层","是","朝阳","集中供暖"
"1080",3613,2,1,1,16,"主卧","低楼层","是","朝阳","集中供暖"
"1081",3931,3,1,1,17,"主卧","中楼层","是","朝阳","集中供暖"
"1082",2630,2,1,1,13,"主卧","高楼层","是","通州","集中供暖"
"1083",2540,2,1,1,12,"次卧","高楼层","是","通州","集中供暖"
"1084",2311,3,1,1,14,"主卧","高楼层","是","丰台","自采暖"
"1085",2097,3,1,1,10,"次卧","高楼层","是","丰台","自采暖"
"1086",2883,2,1,1,10,"次卧","中楼层","是","西城","集中供暖"
"1087",3699,2,1,1,20,"主卧","中楼层","是","西城","集中供暖"
"1088",2598,2,1,1,14,"主卧","低楼层","是","通州","集中供暖"
"1089",2377,2,1,1,8,"次卧","低楼层","是","通州","集中供暖"
"1090",3051,2,1,1,9,"次卧","中楼层","是","石景山","集中供暖"
"1091",2660,2,1,1,14,"主卧","中楼层","是","通州","集中供暖"
"1092",3039,4,1,1,13,"次卧","低楼层","否","朝阳","自采暖"
"1093",3591,3,1,1,17,"主卧","中楼层","是","海淀","集中供暖"
"1094",2839,3,1,1,9,"次卧","中楼层","是","海淀","集中供暖"
"1095",2461,2,1,1,10,"次卧","中楼层","是","通州","集中供暖"
"1096",3218,2,1,1,10,"次卧","中楼层","是","丰台","集中供暖"
"1097",3266,2,1,1,18,"主卧","中楼层","是","石景山","集中供暖"
"1098",2373,5,1,1,10,"次卧","低楼层","否","顺义","集中供暖"
"1099",3097,3,1,1,14,"次卧","低楼层","否","西城","集中供暖"
"1100",3045,4,1,1,11,"次卧","低楼层","是","朝阳","集中供暖"
"1101",3200,3,1,1,11,"主卧","低楼层","是","海淀","自采暖"
"1102",2402,2,1,1,17,"主卧","中楼层","否","顺义","集中供暖"
"1103",2619,2,1,1,9,"主卧","中楼层","是","通州","集中供暖"
"1104",2032,4,1,1,10,"次卧","中楼层","是","通州","集中供暖"
"1105",3303,5,1,1,13,"次卧","中楼层","是","丰台","集中供暖"
"1106",2636,3,1,1,11,"次卧","中楼层","是","昌平","自采暖"
"1107",3089,3,1,1,18,"主卧","低楼层","是","昌平","自采暖"
"1108",2761,2,1,1,9,"次卧","中楼层","是","石景山","集中供暖"
"1109",2232,3,1,1,17,"主卧","中楼层","是","昌平","集中供暖"
"1110",3304,3,1,1,18,"次卧","低楼层","是","朝阳","自采暖"
"1111",2236,4,1,1,14,"次卧","低楼层","是","通州","集中供暖"
"1112",2171,3,1,1,17,"主卧","高楼层","是","昌平","集中供暖"
"1113",3844,4,1,1,10,"次卧","高楼层","是","昌平","自采暖"
"1114",3121,4,1,1,9,"次卧","高楼层","是","丰台","集中供暖"
"1115",2521,2,1,1,12,"次卧","中楼层","否","通州","集中供暖"
"1116",3903,3,1,1,11,"次卧","低楼层","是","朝阳","集中供暖"
"1117",2538,2,1,1,9,"次卧","中楼层","是","昌平","集中供暖"
"1118",4686,2,1,1,15,"主卧","中楼层","是","西城","集中供暖"
"1119",3207,3,1,1,17,"次卧","低楼层","是","丰台","集中供暖"
"1120",3628,3,1,1,24,"主卧","高楼层","是","昌平","自采暖"
"1121",3261,2,1,1,10,"主卧","中楼层","否","海淀","集中供暖"
"1122",3177,2,1,1,13,"主卧","低楼层","是","朝阳","集中供暖"
"1123",4779,4,1,1,20,"主卧","低楼层","是","西城","集中供暖"
"1124",2596,2,1,1,8,"次卧","低楼层","是","石景山","集中供暖"
"1125",3337,2,1,1,19,"主卧","低楼层","是","石景山","集中供暖"
"1126",4506,3,1,1,15,"主卧","低楼层","是","朝阳","集中供暖"
"1127",4006,3,1,1,11,"次卧","低楼层","是","朝阳","集中供暖"
"1128",3335,4,1,1,11,"次卧","中楼层","是","朝阳","集中供暖"
"1129",3738,4,1,1,15,"主卧","中楼层","是","朝阳","集中供暖"
"1130",3384,2,1,1,9,"主卧","高楼层","是","西城","集中供暖"
"1131",3568,2,1,1,8,"次卧","高楼层","是","朝阳","集中供暖"
"1132",2315,2,1,1,9,"主卧","高楼层","是","通州","集中供暖"
"1133",2286,2,1,1,8,"次卧","高楼层","是","通州","集中供暖"
"1134",2195,3,1,1,12,"次卧","低楼层","是","丰台","自采暖"
"1135",2568,2,1,1,9,"次卧","中楼层","是","石景山","集中供暖"
"1136",3754,2,1,1,10,"次卧","低楼层","是","朝阳","集中供暖"
"1137",2571,3,1,1,9,"次卧","中楼层","是","朝阳","集中供暖"
"1138",2467,3,1,1,12,"次卧","中楼层","是","通州","集中供暖"
"1139",2885,3,1,1,12,"次卧","低楼层","是","朝阳","集中供暖"
"1140",3651,2,1,1,16,"主卧","低楼层","是","朝阳","集中供暖"
"1141",2244,3,1,1,10,"次卧","高楼层","否","顺义","集中供暖"
"1142",2837,3,1,1,8,"次卧","低楼层","是","海淀","自采暖"
"1143",2787,3,1,1,9,"次卧","中楼层","是","昌平","集中供暖"
"1144",2557,3,1,1,10,"主卧","低楼层","是","顺义","集中供暖"
"1145",2715,3,1,1,11,"次卧","中楼层","否","朝阳","自采暖"
"1146",2451,3,1,1,8,"次卧","高楼层","是","大兴","集中供暖"
"1147",2682,3,1,1,14,"主卧","低楼层","是","朝阳","自采暖"
"1148",2108,2,1,1,8,"次卧","高楼层","是","顺义","集中供暖"
"1149",4189,4,1,1,26,"主卧","低楼层","是","朝阳","集中供暖"
"1150",2837,3,1,1,12,"次卧","低楼层","是","昌平","集中供暖"
"1151",2783,5,1,2,21,"主卧","低楼层","是","海淀","自采暖"
"1152",5402,5,1,1,24,"主卧","中楼层","是","朝阳","集中供暖"
"1153",2873,3,1,1,13,"次卧","低楼层","是","丰台","集中供暖"
"1154",2347,3,1,1,8,"次卧","低楼层","否","顺义","集中供暖"
"1155",2392,3,1,1,8,"次卧","低楼层","是","石景山","集中供暖"
"1156",2203,3,1,1,16,"主卧","高楼层","是","顺义","集中供暖"
"1157",2600,2,1,1,11,"主卧","低楼层","是","大兴","集中供暖"
"1158",2282,3,1,1,13,"主卧","中楼层","是","顺义","集中供暖"
"1159",2516,4,1,1,6,"次卧","高楼层","是","丰台","集中供暖"
"1160",3060,2,1,1,11,"主卧","中楼层","是","朝阳","自采暖"
"1161",3049,3,1,1,9,"次卧","低楼层","是","海淀","集中供暖"
"1162",3532,3,1,1,11,"次卧","中楼层","是","朝阳","集中供暖"
"1163",2378,2,1,1,28,"主卧","高楼层","否","顺义","集中供暖"
"1164",4826,2,1,1,29,"主卧","低楼层","是","朝阳","集中供暖"
"1165",2860,3,1,1,13,"主卧","中楼层","是","顺义","自采暖"
"1166",2302,4,1,1,14,"主卧","低楼层","是","丰台","自采暖"
"1167",3110,2,1,1,16,"主卧","中楼层","否","石景山","集中供暖"
"1168",2619,2,1,1,10,"次卧","低楼层","是","通州","集中供暖"
"1169",3119,2,1,1,14,"主卧","低楼层","是","朝阳","自采暖"
"1170",2584,4,1,1,9,"次卧","中楼层","是","朝阳","集中供暖"
"1171",2996,3,1,1,14,"次卧","中楼层","是","朝阳","集中供暖"
"1172",2602,4,1,1,20,"主卧","中楼层","否","昌平","自采暖"
"1173",1932,3,1,1,14,"主卧","高楼层","否","顺义","集中供暖"
"1174",2502,4,1,1,14,"次卧","高楼层","否","大兴","集中供暖"
"1175",1705,3,1,1,8,"次卧","低楼层","是","房山","集中供暖"
"1176",2751,4,1,1,16,"主卧","低楼层","否","大兴","集中供暖"
"1177",2466,3,1,1,13,"次卧","高楼层","否","通州","集中供暖"
"1178",4330,4,1,1,11,"次卧","中楼层","是","朝阳","集中供暖"
"1179",3065,3,1,1,8,"次卧","中楼层","是","海淀","自采暖"
"1180",3291,4,1,1,12,"次卧","低楼层","是","昌平","集中供暖"
"1181",2737,3,1,1,8,"次卧","高楼层","是","朝阳","自采暖"
"1182",3754,3,1,1,11,"主卧","高楼层","是","海淀","自采暖"
"1183",3129,2,1,1,19,"主卧","中楼层","是","石景山","集中供暖"
"1184",3155,3,1,1,13,"主卧","高楼层","否","朝阳","自采暖"
"1185",4053,2,1,1,16,"主卧","低楼层","否","朝阳","自采暖"
"1186",4317,2,1,1,21,"主卧","中楼层","是","海淀","集中供暖"
"1187",2174,2,1,1,10,"主卧","低楼层","是","大兴","集中供暖"
"1188",2507,2,1,1,16,"主卧","中楼层","否","石景山","集中供暖"
"1189",2997,3,1,1,8,"次卧","高楼层","是","海淀","自采暖"
"1190",3545,3,1,1,15,"次卧","高楼层","是","朝阳","集中供暖"
"1191",2409,3,1,1,8,"次卧","中楼层","是","昌平","集中供暖"
"1192",2575,2,1,1,11,"次卧","低楼层","是","通州","自采暖"
"1193",2785,3,1,1,13,"次卧","低楼层","是","昌平","集中供暖"
"1194",2375,4,1,1,12,"次卧","中楼层","是","通州","集中供暖"
"1195",2439,3,1,1,8,"次卧","高楼层","否","丰台","集中供暖"
"1196",2477,3,1,1,9,"次卧","高楼层","否","丰台","集中供暖"
"1197",3877,2,1,1,13,"次卧","低楼层","是","朝阳","集中供暖"
"1198",2525,4,1,1,13,"主卧","中楼层","是","顺义","集中供暖"
"1199",2339,4,1,1,12,"主卧","低楼层","是","顺义","集中供暖"
"1200",2874,3,1,1,8,"次卧","低楼层","是","海淀","自采暖"
"1201",4341,3,1,1,15,"主卧","低楼层","是","朝阳","集中供暖"
"1202",3605,5,1,2,10,"次卧","低楼层","是","朝阳","集中供暖"
"1203",2836,3,1,1,13,"次卧","高楼层","是","朝阳","集中供暖"
"1204",3445,3,1,1,8,"次卧","中楼层","是","海淀","自采暖"
"1205",2543,4,1,1,12,"次卧","高楼层","否","石景山","集中供暖"
"1206",2158,3,1,1,10,"次卧","中楼层","是","通州","集中供暖"
"1207",3251,3,1,1,11,"主卧","低楼层","否","朝阳","集中供暖"
"1208",4240,2,1,1,11,"次卧","低楼层","是","海淀","集中供暖"
"1209",2635,3,1,1,13,"主卧","低楼层","是","通州","集中供暖"
"1210",2642,2,1,1,12,"次卧","中楼层","是","朝阳","集中供暖"
"1211",3893,3,1,1,12,"次卧","低楼层","是","昌平","集中供暖"
"1212",3635,4,1,1,13,"主卧","中楼层","是","朝阳","集中供暖"
"1213",3017,3,1,1,13,"主卧","高楼层","是","朝阳","集中供暖"
"1214",3029,2,1,1,8,"次卧","低楼层","是","丰台","集中供暖"
"1215",2407,2,1,1,14,"主卧","低楼层","是","大兴","集中供暖"
"1216",3994,2,1,1,10,"次卧","中楼层","是","西城","集中供暖"
"1217",2692,2,1,1,8,"主卧","低楼层","是","丰台","集中供暖"
"1218",2236,3,1,1,19,"主卧","高楼层","是","昌平","集中供暖"
"1219",3408,2,1,1,20,"主卧","中楼层","是","石景山","集中供暖"
"1220",4296,2,1,1,11,"次卧","低楼层","是","海淀","集中供暖"
"1221",4926,2,1,1,17,"主卧","低楼层","是","海淀","集中供暖"
"1222",3164,2,1,1,19,"主卧","高楼层","是","石景山","集中供暖"
"1223",2612,2,1,1,9,"次卧","高楼层","是","石景山","集中供暖"
"1224",2626,2,1,1,15,"次卧","中楼层","否","通州","集中供暖"
"1225",1842,4,1,1,7,"次卧","低楼层","否","顺义","集中供暖"
"1226",3539,3,1,1,7,"次卧","高楼层","是","朝阳","集中供暖"
"1227",3797,3,1,1,9,"次卧","中楼层","是","朝阳","集中供暖"
"1228",2686,3,1,1,16,"主卧","中楼层","是","顺义","集中供暖"
"1229",2704,3,1,1,19,"主卧","低楼层","否","通州","集中供暖"
"1230",2597,3,1,1,12,"次卧","高楼层","是","通州","集中供暖"
"1231",3009,3,1,1,12,"主卧","低楼层","是","昌平","自采暖"
"1232",2385,2,1,1,17,"主卧","高楼层","是","大兴","集中供暖"
"1233",2324,3,1,1,15,"主卧","中楼层","是","通州","集中供暖"
"1234",2588,3,1,1,12,"次卧","高楼层","是","朝阳","自采暖"
"1235",2137,2,1,1,9,"主卧","高楼层","是","通州","集中供暖"
"1236",2185,3,1,1,12,"主卧","中楼层","是","顺义","集中供暖"
"1237",3866,3,1,1,11,"主卧","中楼层","是","海淀","自采暖"
"1238",3466,3,1,1,8,"次卧","中楼层","是","海淀","自采暖"
"1239",2770,2,1,1,10,"次卧","高楼层","是","丰台","集中供暖"
"1240",3988,2,1,1,13,"次卧","高楼层","是","西城","集中供暖"
"1241",3421,3,1,1,8,"次卧","高楼层","是","海淀","自采暖"
"1242",2101,4,1,1,12,"次卧","高楼层","是","丰台","自采暖"
"1243",2562,2,1,1,18,"主卧","中楼层","否","通州","集中供暖"
"1244",2533,2,1,1,11,"主卧","低楼层","是","大兴","集中供暖"
"1245",4321,4,1,1,20,"次卧","高楼层","是","西城","集中供暖"
"1246",4813,4,1,1,28,"主卧","高楼层","是","西城","集中供暖"
"1247",2548,4,1,1,18,"主卧","中楼层","是","昌平","集中供暖"
"1248",3121,4,1,1,16,"主卧","中楼层","是","丰台","集中供暖"
"1249",2502,2,1,1,10,"次卧","高楼层","是","通州","集中供暖"
"1250",3550,3,1,1,21,"主卧","高楼层","是","通州","集中供暖"
"1251",2632,3,1,1,10,"主卧","低楼层","是","顺义","集中供暖"
"1252",2309,3,1,1,11,"次卧","低楼层","是","通州","集中供暖"
"1253",2497,3,1,1,15,"次卧","低楼层","是","通州","集中供暖"
"1254",3207,3,1,1,25,"主卧","低楼层","是","通州","集中供暖"
"1255",2390,2,1,1,10,"次卧","低楼层","是","房山","集中供暖"
"1256",2575,2,1,1,12,"次卧","中楼层","是","石景山","集中供暖"
"1257",2503,3,1,1,21,"主卧","中楼层","否","通州","集中供暖"
"1258",2567,2,1,1,17,"主卧","中楼层","是","通州","集中供暖"
"1259",2995,3,1,1,14,"次卧","中楼层","是","丰台","集中供暖"
"1260",2699,3,1,1,11,"次卧","中楼层","是","丰台","集中供暖"
"1261",3342,3,1,1,17,"主卧","高楼层","是","通州","集中供暖"
"1262",2841,3,1,1,8,"次卧","高楼层","否","朝阳","集中供暖"
"1263",2647,3,1,1,11,"主卧","低楼层","是","昌平","集中供暖"
"1264",2527,3,1,1,8,"次卧","中楼层","是","昌平","集中供暖"
"1265",2504,3,1,1,10,"次卧","高楼层","是","昌平","集中供暖"
"1266",2049,3,1,1,11,"次卧","低楼层","否","顺义","集中供暖"
"1267",2725,3,1,1,9,"次卧","低楼层","是","朝阳","集中供暖"
"1268",3079,3,1,1,8,"次卧","中楼层","是","海淀","自采暖"
"1269",2341,3,1,1,10,"主卧","低楼层","是","大兴","集中供暖"
"1270",4285,2,1,1,10,"次卧","低楼层","否","朝阳","集中供暖"
"1271",2504,4,1,1,13,"次卧","高楼层","是","昌平","自采暖"
"1272",2401,2,1,1,17,"主卧","中楼层","是","昌平","集中供暖"
"1273",2391,2,1,1,9,"次卧","中楼层","是","通州","集中供暖"
"1274",2598,4,1,1,13,"次卧","高楼层","否","朝阳","自采暖"
"1275",2706,2,1,1,8,"次卧","低楼层","是","丰台","集中供暖"
"1276",3234,5,1,1,15,"次卧","低楼层","是","朝阳","自采暖"
"1277",3607,4,1,1,15,"主卧","中楼层","是","朝阳","自采暖"
"1278",3856,2,1,1,10,"次卧","低楼层","是","海淀","集中供暖"
"1279",3487,4,1,1,16,"主卧","中楼层","是","大兴","集中供暖"
"1280",2287,3,1,1,14,"主卧","中楼层","是","通州","集中供暖"
"1281",2556,2,1,1,14,"主卧","低楼层","是","通州","集中供暖"
"1282",3586,3,1,1,10,"次卧","低楼层","是","朝阳","集中供暖"
"1283",2561,3,1,1,8,"次卧","低楼层","否","丰台","集中供暖"
"1284",2531,3,1,1,9,"次卧","高楼层","是","昌平","集中供暖"
"1285",2636,3,1,1,11,"主卧","高楼层","是","昌平","集中供暖"
"1286",2858,4,1,1,13,"次卧","低楼层","是","昌平","集中供暖"
"1287",2644,3,1,1,9,"次卧","中楼层","是","昌平","集中供暖"
"1288",2535,3,1,1,9,"次卧","高楼层","是","昌平","集中供暖"
"1289",3525,5,1,1,16,"次卧","高楼层","是","朝阳","自采暖"
"1290",1924,3,1,1,9,"次卧","中楼层","是","通州","集中供暖"
"1291",2060,3,1,1,12,"主卧","中楼层","否","昌平","集中供暖"
"1292",3904,4,1,2,9,"次卧","中楼层","否","朝阳","集中供暖"
"1293",2767,4,1,1,17,"主卧","中楼层","是","通州","集中供暖"
"1294",3201,3,1,1,10,"次卧","低楼层","是","朝阳","集中供暖"
"1295",2367,3,1,1,18,"主卧","中楼层","否","通州","集中供暖"
"1296",2577,3,1,1,12,"次卧","高楼层","是","通州","集中供暖"
"1297",4718,3,1,1,9,"次卧","低楼层","是","海淀","集中供暖"
"1298",3412,2,1,1,14,"次卧","低楼层","是","朝阳","集中供暖"
"1299",2705,3,1,1,19,"主卧","低楼层","是","通州","集中供暖"
"1300",3607,4,1,2,22,"主卧","低楼层","否","昌平","集中供暖"
"1301",2602,3,1,1,9,"次卧","高楼层","否","丰台","集中供暖"
"1302",2570,4,1,2,7,"次卧","中楼层","是","昌平","集中供暖"
"1303",3589,4,1,1,12,"次卧","低楼层","是","昌平","自采暖"
"1304",2531,3,1,1,8,"次卧","低楼层","是","丰台","集中供暖"
"1305",4221,2,1,1,19,"主卧","高楼层","是","朝阳","集中供暖"
"1306",3050,3,1,1,13,"主卧","中楼层","是","朝阳","自采暖"
"1307",5301,2,1,1,17,"主卧","中楼层","是","海淀","集中供暖"
"1308",2881,2,1,1,9,"次卧","中楼层","是","丰台","集中供暖"
"1309",2571,2,1,1,14,"主卧","中楼层","是","通州","集中供暖"
"1310",3123,4,2,2,16,"主卧","高楼层","是","朝阳","集中供暖"
"1311",2669,2,1,1,11,"次卧","低楼层","是","通州","集中供暖"
"1312",2338,2,1,1,10,"次卧","高楼层","否","通州","集中供暖"
"1313",3890,2,1,1,18,"主卧","高楼层","是","西城","集中供暖"
"1314",2247,2,1,1,15,"次卧","高楼层","是","昌平","集中供暖"
"1315",5395,3,1,1,19,"主卧","高楼层","是","朝阳","集中供暖"
"1316",4182,3,1,1,15,"次卧","高楼层","是","朝阳","集中供暖"
"1317",2415,2,1,1,11,"次卧","低楼层","是","房山","自采暖"
"1318",2513,2,1,1,13,"主卧","低楼层","是","房山","自采暖"
"1319",4249,2,1,1,9,"次卧","高楼层","是","朝阳","集中供暖"
"1320",2552,2,1,1,14,"主卧","高楼层","是","房山","集中供暖"
"1321",2286,2,1,1,8,"次卧","高楼层","是","房山","集中供暖"
"1322",2687,3,1,1,9,"次卧","高楼层","是","昌平","集中供暖"
"1323",2405,3,1,1,13,"次卧","中楼层","是","通州","集中供暖"
"1324",2697,3,1,1,19,"次卧","高楼层","是","通州","集中供暖"
"1325",2233,3,1,1,12,"次卧","高楼层","是","通州","集中供暖"
"1326",2586,2,1,1,16,"主卧","中楼层","否","通州","集中供暖"
"1327",3003,4,1,1,16,"主卧","低楼层","是","朝阳","集中供暖"
"1328",2873,3,1,1,13,"主卧","低楼层","是","朝阳","集中供暖"
"1329",2879,3,1,1,7,"次卧","中楼层","是","朝阳","集中供暖"
"1330",2542,3,1,1,9,"次卧","高楼层","是","昌平","集中供暖"
"1331",2500,4,1,2,14,"次卧","低楼层","是","朝阳","自采暖"
"1332",2616,3,1,1,11,"次卧","低楼层","是","通州","集中供暖"
"1333",3928,5,1,1,18,"次卧","中楼层","是","朝阳","集中供暖"
"1334",3090,3,1,1,12,"主卧","低楼层","是","昌平","集中供暖"
"1335",3406,3,1,1,10,"主卧","低楼层","是","朝阳","集中供暖"
"1336",3118,2,1,1,11,"次卧","低楼层","是","丰台","集中供暖"
"1337",2799,3,1,1,14,"主卧","低楼层","是","昌平","自采暖"
"1338",1752,5,2,1,10,"次卧","高楼层","否","顺义","集中供暖"
"1339",2191,3,1,1,9,"次卧","高楼层","否","昌平","集中供暖"
"1340",2871,4,1,1,11,"次卧","中楼层","是","昌平","自采暖"
"1341",2267,3,1,1,7,"次卧","高楼层","是","顺义","集中供暖"
"1342",3083,3,1,1,9,"次卧","中楼层","是","朝阳","集中供暖"
"1343",2315,2,1,1,14,"主卧","中楼层","否","通州","集中供暖"
"1344",2700,4,1,1,9,"次卧","高楼层","是","昌平","集中供暖"
"1345",3473,5,1,1,13,"次卧","高楼层","是","朝阳","集中供暖"
"1346",3524,3,1,1,10,"次卧","中楼层","是","昌平","自采暖"
"1347",3495,3,1,1,16,"主卧","高楼层","是","朝阳","自采暖"
"1348",3532,3,1,1,15,"主卧","高楼层","是","朝阳","集中供暖"
"1349",3941,2,1,1,21,"主卧","低楼层","是","丰台","集中供暖"
"1350",3600,3,1,1,14,"主卧","低楼层","是","海淀","集中供暖"
"1351",3090,3,1,1,14,"主卧","低楼层","是","昌平","自采暖"
"1352",2390,2,1,1,9,"次卧","高楼层","是","丰台","集中供暖"
"1353",4127,3,1,1,20,"主卧","高楼层","是","朝阳","集中供暖"
"1354",2570,5,1,1,11,"次卧","低楼层","是","朝阳","集中供暖"
"1355",4022,5,1,1,20,"主卧","低楼层","是","朝阳","集中供暖"
"1356",3151,2,1,1,15,"次卧","低楼层","否","昌平","集中供暖"
"1357",3001,3,1,1,11,"主卧","低楼层","是","朝阳","自采暖"
"1358",2532,4,1,1,9,"次卧","中楼层","是","昌平","集中供暖"
"1359",2677,3,1,1,9,"次卧","中楼层","是","昌平","集中供暖"
"1360",2286,4,1,1,11,"次卧","低楼层","否","通州","集中供暖"
"1361",2033,3,1,1,9,"次卧","高楼层","是","顺义","集中供暖"
"1362",2576,2,1,1,12,"次卧","中楼层","否","石景山","集中供暖"
"1363",3437,4,1,1,10,"次卧","低楼层","是","朝阳","集中供暖"
"1364",2604,3,1,1,9,"次卧","中楼层","是","丰台","集中供暖"
"1365",4228,3,1,1,13,"主卧","中楼层","否","朝阳","集中供暖"
"1366",2544,3,1,1,10,"次卧","低楼层","是","丰台","集中供暖"
"1367",3248,3,1,1,12,"主卧","中楼层","是","西城","集中供暖"
"1368",3033,2,1,1,15,"主卧","低楼层","是","昌平","集中供暖"
"1369",3329,2,1,1,17,"主卧","低楼层","是","丰台","集中供暖"
"1370",3670,3,1,1,14,"次卧","中楼层","是","朝阳","集中供暖"
"1371",4705,3,1,1,19,"主卧","中楼层","是","朝阳","集中供暖"
"1372",3781,2,1,1,25,"主卧","低楼层","是","石景山","集中供暖"
"1373",2194,3,1,1,10,"次卧","高楼层","否","昌平","集中供暖"
"1374",2626,3,1,1,11,"主卧","高楼层","是","昌平","集中供暖"
"1375",2766,2,1,1,9,"次卧","低楼层","否","朝阳","自采暖"
"1376",2581,3,1,1,15,"主卧","中楼层","是","朝阳","自采暖"
"1377",2832,2,1,1,6,"次卧","低楼层","是","朝阳","集中供暖"
"1378",2252,4,1,1,10,"次卧","中楼层","是","大兴","集中供暖"
"1379",2665,2,1,1,12,"主卧","中楼层","是","通州","集中供暖"
"1380",2468,2,1,1,9,"次卧","中楼层","是","通州","集中供暖"
"1381",2650,3,1,1,8,"次卧","低楼层","是","丰台","集中供暖"
"1382",3302,3,1,1,10,"次卧","低楼层","是","朝阳","集中供暖"
"1383",2756,2,1,1,17,"主卧","高楼层","是","朝阳","集中供暖"
"1384",2184,2,1,1,10,"主卧","高楼层","是","通州","集中供暖"
"1385",2004,4,1,1,14,"次卧","中楼层","是","房山","自采暖"
"1386",4577,3,1,1,15,"主卧","中楼层","是","朝阳","自采暖"
"1387",2593,2,1,1,12,"主卧","高楼层","是","通州","集中供暖"
"1388",4187,2,1,1,17,"主卧","中楼层","是","朝阳","集中供暖"
"1389",4416,2,1,1,14,"主卧","中楼层","是","海淀","集中供暖"
"1390",2887,4,1,1,10,"次卧","中楼层","否","昌平","集中供暖"
"1391",3161,3,1,1,9,"次卧","中楼层","否","海淀","自采暖"
"1392",2507,4,1,1,8,"次卧","高楼层","是","昌平","集中供暖"
"1393",2087,4,1,1,12,"主卧","高楼层","否","通州","集中供暖"
"1394",2502,3,1,1,16,"主卧","低楼层","是","通州","集中供暖"
"1395",3169,3,1,1,19,"主卧","高楼层","是","朝阳","集中供暖"
"1396",2051,2,1,1,17,"主卧","中楼层","是","房山","集中供暖"
"1397",3148,3,1,1,12,"次卧","中楼层","否","朝阳","自采暖"
"1398",3376,4,1,1,17,"主卧","低楼层","是","朝阳","集中供暖"
"1399",2418,3,1,1,11,"次卧","低楼层","否","昌平","集中供暖"
"1400",3976,2,1,1,17,"主卧","中楼层","是","朝阳","集中供暖"
"1401",2104,3,1,1,15,"主卧","高楼层","否","顺义","集中供暖"
"1402",3002,3,1,1,11,"次卧","低楼层","是","昌平","集中供暖"
"1403",3411,2,1,1,15,"次卧","中楼层","是","海淀","集中供暖"
"1404",3566,3,1,1,12,"次卧","中楼层","是","朝阳","集中供暖"
"1405",4702,3,1,1,18,"主卧","低楼层","是","海淀","集中供暖"
"1406",3809,3,1,1,12,"主卧","高楼层","是","朝阳","集中供暖"
"1407",2802,3,1,1,9,"次卧","低楼层","是","昌平","集中供暖"
"1408",2599,3,1,1,11,"主卧","低楼层","是","昌平","集中供暖"
"1409",3021,3,1,1,16,"主卧","低楼层","是","朝阳","集中供暖"
