"","rent","bedroom","livingroom","bathroom","area","room","floor_grp","subway","region","heating"
"2639",3807.00000000053,3,1,1,17,"次卧","中楼层","是","朝阳","集中供暖"
"2640",3152.00000000055,4,1,1,10,"次卧","高楼层","是","朝阳","集中供暖"
"2641",3383.00000000057,2,1,1,11,"次卧","中楼层","是","朝阳","集中供暖"
"2642",3215.00000000059,3,1,1,14,"主卧","高楼层","是","朝阳","集中供暖"
"2643",2505.00000000061,3,1,1,8,"次卧","中楼层","是","朝阳","集中供暖"
"2644",2642.00000000063,3,1,1,17,"主卧","中楼层","是","通州","集中供暖"
"2645",2748.00000000066,3,1,1,15,"次卧","低楼层","是","海淀","集中供暖"
"2646",3138.00000000068,5,1,1,12,"次卧","中楼层","是","昌平","集中供暖"
"2647",3633.00000000071,3,1,1,10,"主卧","高楼层","是","海淀","集中供暖"
"2648",1747.00000000073,3,1,1,11,"次卧","中楼层","否","顺义","集中供暖"
"2649",3887.00000000076,3,1,1,16,"主卧","低楼层","是","昌平","集中供暖"
"2650",2035.00000000079,3,1,1,9,"次卧","低楼层","是","通州","集中供暖"
"2651",2568.00000000082,4,1,1,11,"次卧","高楼层","是","丰台","集中供暖"
"2652",3326.00000000085,3,1,1,9,"次卧","低楼层","是","朝阳","集中供暖"
"2653",3089.00000000088,3,1,1,18,"次卧","高楼层","是","丰台","集中供暖"
"2654",3919.00000000091,3,1,1,12,"次卧","低楼层","是","朝阳","集中供暖"
"2655",2173.00000000095,2,1,1,11,"主卧","中楼层","是","房山","自采暖"
"2656",3593.00000000098,4,1,1,11,"次卧","中楼层","是","朝阳","集中供暖"
"2657",5545.00000000102,3,1,1,16,"次卧","中楼层","是","朝阳","集中供暖"
"2658",4188.00000000106,4,1,1,20,"主卧","低楼层","是","朝阳","集中供暖"
"2659",2670.0000000011,3,1,1,11,"次卧","中楼层","是","朝阳","集中供暖"
"2660",2288.00000000114,3,1,1,19,"次卧","中楼层","否","通州","集中供暖"
"2661",3820.00000000118,2,1,1,9,"次卧","中楼层","是","海淀","集中供暖"
"2662",4688.00000000122,2,1,1,18,"主卧","高楼层","是","海淀","集中供暖"
"2663",3905.00000000127,4,1,1,10,"次卧","中楼层","是","海淀","集中供暖"
"2664",3337.00000000131,3,1,1,12,"次卧","高楼层","是","海淀","集中供暖"
"2665",2450.00000000136,3,1,1,9,"次卧","中楼层","是","顺义","集中供暖"
"2666",2677.00000000141,2,1,1,15,"主卧","高楼层","是","石景山","集中供暖"
"2667",3883.00000000146,3,1,1,10,"次卧","高楼层","是","朝阳","集中供暖"
"2668",2507.00000000152,2,1,1,10,"次卧","高楼层","是","通州","集中供暖"
"2669",2704.00000000157,2,1,1,10,"次卧","低楼层","是","朝阳","集中供暖"
"2670",2785.00000000163,3,1,1,18,"主卧","低楼层","是","通州","自采暖"
"2671",2244.00000000169,2,1,1,10,"次卧","中楼层","是","通州","集中供暖"
"2672",2155.00000000175,3,1,1,13,"次卧","高楼层","是","顺义","集中供暖"
"2673",2698.00000000181,5,1,1,16,"次卧","中楼层","是","昌平","集中供暖"
"2674",2625.00000000188,3,1,1,10,"主卧","中楼层","否","大兴","自采暖"
"2675",2735.00000000195,3,1,1,8,"次卧","低楼层","是","昌平","集中供暖"
"2676",2573.00000000202,3,1,1,11,"主卧","中楼层","否","丰台","集中供暖"
"2677",2645.00000000209,3,1,1,12,"主卧","低楼层","是","朝阳","集中供暖"
"2678",2635.00000000217,3,1,1,16,"主卧","低楼层","否","昌平","集中供暖"
"2679",3151.00000000225,4,1,1,11,"次卧","中楼层","是","丰台","集中供暖"
"2680",2363.00000000233,3,1,1,10,"次卧","中楼层","否","朝阳","集中供暖"
"2681",2452.00000000242,3,1,1,9,"次卧","高楼层","是","朝阳","自采暖"
"2682",1638.0000000025,4,1,1,9,"次卧","低楼层","是","房山","集中供暖"
"2683",1777.00000000259,3,1,1,14,"主卧","高楼层","否","顺义","集中供暖"
"2684",2474.00000000269,2,1,1,15,"次卧","高楼层","是","房山","集中供暖"
"2685",3699.00000000278,4,1,1,15,"次卧","低楼层","是","丰台","集中供暖"
"2686",2699.00000000288,3,1,1,10,"次卧","高楼层","是","朝阳","自采暖"
"2687",3354.00000000299,4,1,1,21,"主卧","高楼层","是","朝阳","集中供暖"
"2688",2518.0000000031,2,1,1,9,"次卧","中楼层","是","石景山","集中供暖"
"2689",2585.00000000321,3,1,1,14,"主卧","高楼层","是","大兴","集中供暖"
"2690",2393.00000000332,3,1,1,13,"主卧","低楼层","是","通州","集中供暖"
"2691",3800.00000000344,3,1,1,12,"主卧","高楼层","是","朝阳","集中供暖"
"2692",1989.00000000357,4,1,1,11,"次卧","中楼层","否","通州","集中供暖"
"2693",1951.0000000037,4,1,1,10,"次卧","中楼层","是","顺义","集中供暖"
"2694",1976.00000000383,3,1,1,11,"次卧","中楼层","否","昌平","集中供暖"
"2695",1949.00000000397,3,1,1,12,"主卧","中楼层","否","昌平","集中供暖"
"2696",2515.00000000411,2,1,1,17,"主卧","中楼层","是","昌平","集中供暖"
"2697",4290.00000000425,4,1,1,15,"主卧","高楼层","是","朝阳","集中供暖"
"2698",2765.00000000441,4,1,1,10,"次卧","高楼层","是","丰台","自采暖"
"2699",3081.00000000456,3,1,1,14,"次卧","低楼层","是","丰台","自采暖"
"2700",3692.00000000473,2,1,1,17,"主卧","中楼层","是","丰台","集中供暖"
"2701",2057.0000000049,3,1,1,8,"次卧","低楼层","是","大兴","集中供暖"
"2702",1971.00000000507,3,1,1,9,"次卧","高楼层","否","顺义","集中供暖"
"2703",1855.00000000525,3,1,1,9,"次卧","高楼层","是","大兴","集中供暖"
"2704",3066.00000000544,5,1,1,11,"次卧","中楼层","是","昌平","集中供暖"
"2705",2430.00000000563,2,1,1,12,"主卧","低楼层","是","通州","集中供暖"
"2706",4391.00000000583,3,1,1,18,"主卧","高楼层","是","朝阳","集中供暖"
"2707",2292.00000000604,2,1,1,9,"主卧","高楼层","是","丰台","集中供暖"
"2708",2205.00000000625,5,1,1,13,"次卧","低楼层","否","通州","集中供暖"
"2709",3386.00000000648,3,1,1,14,"主卧","低楼层","否","海淀","集中供暖"
"2710",3254.0000000067,2,1,1,12,"主卧","低楼层","是","通州","集中供暖"
"2711",2624.00000000694,2,1,1,12,"次卧","中楼层","是","石景山","集中供暖"
"2712",2517.00000000719,3,1,1,8,"次卧","高楼层","否","丰台","集中供暖"
"2713",3285.00000000744,2,1,2,10,"次卧","中楼层","是","丰台","集中供暖"
"2714",2685.0000000077,3,1,1,10,"次卧","低楼层","否","朝阳","集中供暖"
"2715",3503.00000000798,3,1,1,14,"主卧","高楼层","否","朝阳","集中供暖"
"2716",2788.00000000826,4,1,1,11,"次卧","高楼层","是","丰台","集中供暖"
"2717",2556.00000000855,4,1,1,11,"次卧","中楼层","是","昌平","自采暖"
"2718",3534.00000000885,4,1,1,7,"次卧","高楼层","否","朝阳","集中供暖"
"2719",3422.00000000916,4,1,1,10,"次卧","高楼层","否","朝阳","集中供暖"
"2720",2320.00000000948,2,1,1,10,"主卧","中楼层","是","顺义","集中供暖"
"2721",2381.00000000981,4,1,2,9,"次卧","高楼层","是","大兴","集中供暖"
"2722",3029.00000001016,3,1,1,17,"主卧","低楼层","否","朝阳","集中供暖"
"2723",2768.00000001051,3,1,1,11,"次卧","高楼层","是","丰台","集中供暖"
"2724",2555.00000001088,4,1,2,7,"次卧","中楼层","是","海淀","自采暖"
"2725",2844.00000001126,2,1,1,15,"主卧","中楼层","否","丰台","集中供暖"
"2726",2173.00000001166,3,1,1,10,"次卧","中楼层","是","通州","集中供暖"
"2727",2996.00000001206,3,1,1,13,"次卧","高楼层","否","朝阳","自采暖"
"2728",3130.00000001248,5,1,2,12,"次卧","低楼层","是","丰台","集中供暖"
"2729",3782.00000001292,3,1,1,10,"主卧","中楼层","是","丰台","集中供暖"
"2730",2694.00000001337,3,1,1,10,"次卧","中楼层","否","朝阳","集中供暖"
"2731",3629.00000001383,3,1,1,16,"次卧","低楼层","是","朝阳","集中供暖"
"2732",2787.00000001432,5,1,2,15,"次卧","高楼层","是","昌平","自采暖"
"2733",3007.00000001481,3,2,2,15,"次卧","中楼层","是","海淀","集中供暖"
"2734",2632.00000001533,2,1,1,15,"主卧","低楼层","是","通州","集中供暖"
"2735",2844.00000001586,4,1,1,16,"主卧","高楼层","是","昌平","自采暖"
"2736",2557.00000001641,2,1,1,18,"主卧","中楼层","是","大兴","集中供暖"
"2737",2805.00000001698,2,1,1,14,"次卧","中楼层","是","石景山","集中供暖"
"2738",2827.00000001756,4,1,1,6,"次卧","低楼层","是","朝阳","集中供暖"
"2739",3029.00000001817,2,1,1,14,"主卧","低楼层","是","石景山","集中供暖"
"2740",3219.0000000188,2,1,1,20,"主卧","中楼层","是","石景山","集中供暖"
"2741",3393.00000001945,3,1,1,10,"次卧","中楼层","是","朝阳","集中供暖"
"2742",2695.00000002012,2,1,1,8,"次卧","低楼层","是","石景山","集中供暖"
"2743",2638.00000002081,2,1,1,18,"主卧","低楼层","是","大兴","集中供暖"
"2744",2397.00000002153,2,1,1,9,"主卧","中楼层","是","通州","集中供暖"
"2745",2663.00000002227,4,1,1,6,"次卧","中楼层","是","海淀","自采暖"
"2746",2164.00000002303,3,1,1,8,"次卧","高楼层","是","大兴","集中供暖"
"2747",2327.00000002383,3,1,1,7,"次卧","中楼层","是","顺义","集中供暖"
"2748",2793.00000002464,3,1,1,13,"次卧","中楼层","是","昌平","集中供暖"
"2749",3482.00000002549,3,1,1,12,"次卧","低楼层","是","朝阳","自采暖"
"2750",1838.00000002636,3,1,1,8,"次卧","低楼层","否","顺义","集中供暖"
"2751",1636.00000002726,3,1,1,8,"次卧","高楼层","否","顺义","集中供暖"
"2752",2586.0000000282,3,1,1,9,"次卧","高楼层","是","石景山","集中供暖"
"2753",3868.00000002916,3,1,1,17,"主卧","低楼层","是","昌平","集中供暖"
"2754",1617.00000003015,4,1,1,12,"次卧","中楼层","否","房山","集中供暖"
"2755",2587.00000003118,3,1,1,11,"次卧","高楼层","是","大兴","集中供暖"
"2756",3146.00000003225,3,1,1,8,"次卧","高楼层","是","朝阳","集中供暖"
"2757",3450.00000003334,2,1,1,14,"主卧","高楼层","是","石景山","集中供暖"
"2758",2733.00000003448,2,1,1,9,"主卧","中楼层","是","丰台","集中供暖"
"2759",4244.00000003565,2,1,1,19,"主卧","高楼层","是","西城","集中供暖"
"2760",2790.00000003686,4,1,1,8,"次卧","中楼层","是","丰台","集中供暖"
"2761",2592.00000003811,3,1,1,9,"次卧","低楼层","是","丰台","集中供暖"
"2762",2428.0000000394,5,1,1,10,"次卧","低楼层","否","昌平","集中供暖"
"2763",2501.00000004074,5,1,1,9,"次卧","低楼层","否","昌平","集中供暖"
"2764",2617.00000004212,3,1,1,16,"主卧","低楼层","否","昌平","集中供暖"
"2765",2748.00000004354,2,1,1,14,"次卧","中楼层","是","石景山","集中供暖"
"2766",3217.00000004501,3,1,1,12,"次卧","高楼层","是","朝阳","集中供暖"
"2767",2696.00000004653,3,1,1,12,"次卧","低楼层","是","大兴","集中供暖"
"2768",2709.0000000481,5,1,1,12,"次卧","中楼层","是","朝阳","自采暖"
"2769",3908.00000004972,4,1,1,12,"主卧","低楼层","是","朝阳","自采暖"
"2770",2996.0000000514,3,1,1,12,"次卧","高楼层","是","昌平","集中供暖"
"2771",2564.00000005312,4,1,1,13,"次卧","高楼层","是","朝阳","集中供暖"
"2772",3088.00000005491,3,1,1,12,"次卧","低楼层","否","昌平","集中供暖"
"2773",3693.00000005675,3,1,1,19,"主卧","中楼层","是","朝阳","集中供暖"
"2774",2481.00000005866,3,1,1,14,"主卧","低楼层","否","通州","集中供暖"
"2775",3133.00000006063,3,1,1,9,"次卧","高楼层","是","朝阳","集中供暖"
"2776",2295.00000006266,2,1,1,13,"主卧","高楼层","否","通州","集中供暖"
"2777",3083.00000006475,3,1,1,13,"次卧","高楼层","是","朝阳","集中供暖"
"2778",4908.00000006692,3,1,1,18,"主卧","高楼层","是","朝阳","集中供暖"
"2779",2339.00000006915,2,1,1,8,"次卧","中楼层","是","通州","集中供暖"
"2780",3193.00000007146,3,1,1,11,"次卧","高楼层","是","朝阳","集中供暖"
"2781",2521.00000007385,4,1,1,9,"次卧","低楼层","是","朝阳","集中供暖"
"2782",1958.00000007631,4,1,1,14,"主卧","低楼层","是","房山","集中供暖"
"2783",2388.00000007885,4,1,1,9,"次卧","高楼层","是","昌平","集中供暖"
"2784",2287.00000008147,3,1,1,18,"主卧","高楼层","否","通州","集中供暖"
"2785",3021.00000008418,3,1,1,14,"次卧","中楼层","是","朝阳","集中供暖"
"2786",2092.00000008697,3,1,1,13,"主卧","中楼层","是","房山","集中供暖"
"2787",1864.00000008986,3,1,1,10,"次卧","中楼层","是","房山","集中供暖"
"2788",2671.00000009284,4,1,1,11,"次卧","中楼层","否","海淀","集中供暖"
"2789",2422.00000009591,4,1,1,6,"次卧","低楼层","是","朝阳","集中供暖"
"2790",2562.00000009909,3,1,1,13,"主卧","低楼层","是","通州","自采暖"
"2791",2294.00000010236,3,1,1,11,"次卧","低楼层","是","通州","集中供暖"
"2792",1659.00000010575,2,1,1,9,"次卧","高楼层","是","房山","集中供暖"
"2793",2289.00000010924,4,1,1,8,"次卧","高楼层","是","朝阳","集中供暖"
"2794",2067.00000011284,4,1,1,9,"次卧","高楼层","是","丰台","集中供暖"
"2795",2543.00000011656,3,1,1,10,"次卧","低楼层","是","朝阳","集中供暖"
"2796",2411.00000012039,3,1,1,15,"主卧","高楼层","否","昌平","集中供暖"
"2797",3648.00000012435,2,1,1,18,"主卧","高楼层","是","朝阳","集中供暖"
"2798",3163.00000012844,4,1,1,16,"次卧","高楼层","是","丰台","集中供暖"
"2799",2022.00000013266,3,1,1,9,"次卧","低楼层","是","顺义","集中供暖"
"2800",2651.00000013701,4,1,1,14,"次卧","中楼层","是","朝阳","集中供暖"
"2801",3548.0000001415,4,1,1,15,"主卧","低楼层","是","朝阳","集中供暖"
"2802",3383.00000014613,5,1,1,28,"主卧","低楼层","是","通州","集中供暖"
"2803",2648.00000015091,3,1,1,10,"次卧","中楼层","是","东城","集中供暖"
"2804",3485.00000015585,3,1,1,15,"次卧","高楼层","是","昌平","自采暖"
"2805",3500.00000016094,3,1,1,10,"次卧","高楼层","是","朝阳","集中供暖"
"2806",2185.00000016619,3,1,1,12,"主卧","低楼层","是","通州","集中供暖"
"2807",2597.00000017161,3,1,1,8,"次卧","低楼层","是","朝阳","自采暖"
"2808",2012.0000001772,4,1,1,12,"次卧","高楼层","是","通州","集中供暖"
"2809",2350.00000018297,3,1,1,16,"主卧","低楼层","是","顺义","集中供暖"
"2810",3446.00000018892,3,1,1,12,"主卧","高楼层","是","朝阳","自采暖"
"2811",2527.00000019505,2,1,1,18,"主卧","中楼层","是","顺义","集中供暖"
"2812",3538.00000020139,3,1,1,12,"次卧","中楼层","是","丰台","自采暖"
"2813",3180.00000020792,3,1,1,15,"主卧","高楼层","是","朝阳","自采暖"
"2814",2297.00000021466,4,1,1,12,"次卧","低楼层","否","顺义","集中供暖"
"2815",3326.00000022161,3,1,1,9,"主卧","中楼层","是","朝阳","集中供暖"
"2816",2633.00000022877,3,1,1,15,"主卧","低楼层","是","石景山","集中供暖"
"2817",3604.00000023617,3,1,1,17,"次卧","高楼层","是","丰台","集中供暖"
"2818",2818.00000024379,4,1,1,16,"主卧","低楼层","是","丰台","集中供暖"
"2819",2527.00000025166,3,1,1,7,"次卧","高楼层","是","朝阳","集中供暖"
"2820",3460.00000025977,3,1,1,14,"主卧","中楼层","是","丰台","自采暖"
"2821",2655.00000026813,3,1,1,8,"次卧","高楼层","是","丰台","集中供暖"
"2822",2364.00000027676,3,1,1,12,"主卧","中楼层","是","通州","集中供暖"
"2823",4181.00000028566,4,1,1,25,"主卧","高楼层","是","昌平","集中供暖"
"2824",4791.00000029483,3,1,1,20,"主卧","低楼层","是","海淀","集中供暖"
"2825",2605.0000003043,3,1,1,17,"主卧","中楼层","是","通州","集中供暖"
"2826",2392.00000031405,4,1,1,17,"主卧","中楼层","是","昌平","集中供暖"
"2827",3245.00000032411,2,1,1,11,"次卧","低楼层","是","丰台","集中供暖"
"2828",3060.00000033448,2,1,1,18,"主卧","中楼层","是","石景山","集中供暖"
"2829",3149.00000034518,3,1,1,12,"主卧","低楼层","否","丰台","集中供暖"
"2830",2284.00000035621,3,1,1,13,"主卧","高楼层","是","大兴","集中供暖"
"2831",2676.00000036758,3,1,1,13,"次卧","低楼层","是","大兴","集中供暖"
"2832",2553.0000003793,3,1,1,12,"次卧","中楼层","否","顺义","集中供暖"
"2833",2404.00000039138,4,1,1,11,"次卧","中楼层","是","通州","集中供暖"
"2834",2306.00000040384,3,1,1,10,"次卧","中楼层","是","朝阳","自采暖"
"2835",2494.00000041669,2,1,1,9,"主卧","高楼层","是","石景山","集中供暖"
"2836",2726.00000042993,3,1,1,15,"次卧","中楼层","否","昌平","集中供暖"
"2837",2181.00000044358,2,1,1,6,"次卧","低楼层","是","顺义","集中供暖"
"2838",2690.00000045764,3,1,1,10,"次卧","低楼层","是","朝阳","自采暖"
"2839",2281.00000047215,2,1,1,12,"次卧","中楼层","是","通州","集中供暖"
"2840",4262.0000004871,2,1,1,9,"次卧","中楼层","是","朝阳","集中供暖"
"2841",2591.00000050251,2,1,1,15,"主卧","高楼层","是","通州","集中供暖"
"2842",2715.00000051839,3,1,1,12,"次卧","中楼层","是","昌平","自采暖"
"2843",2047.00000053476,3,1,1,14,"主卧","中楼层","否","顺义","集中供暖"
"2844",4089.00000055163,3,1,1,14,"次卧","低楼层","是","朝阳","集中供暖"
"2845",2512.00000056901,3,1,1,8,"次卧","低楼层","是","丰台","集中供暖"
"2846",3786.00000058693,3,1,1,11,"主卧","低楼层","是","海淀","自采暖"
"2847",3271.0000006054,3,1,1,15,"次卧","低楼层","是","东城","集中供暖"
"2848",2585.00000062443,4,1,1,11,"次卧","中楼层","是","朝阳","集中供暖"
"2849",2565.00000064404,5,1,1,13,"次卧","中楼层","是","海淀","自采暖"
"2850",2415.00000066425,4,1,1,11,"主卧","高楼层","是","大兴","集中供暖"
"2851",2551.00000068507,4,1,1,21,"主卧","高楼层","否","昌平","集中供暖"
"2852",2566.00000070653,5,1,2,18,"次卧","中楼层","是","大兴","自采暖"
"2853",3330.00000072864,3,1,1,11,"主卧","中楼层","是","东城","集中供暖"
"2854",1960.00000075142,3,1,1,10,"次卧","低楼层","是","顺义","集中供暖"
"2855",3074.00000077489,3,1,1,16,"主卧","低楼层","否","海淀","集中供暖"
"2856",2248.00000079907,3,1,1,10,"次卧","高楼层","是","朝阳","自采暖"
"2857",2526.00000082398,3,1,1,7,"次卧","低楼层","是","昌平","集中供暖"
"2858",2477.00000084965,3,1,1,12,"主卧","中楼层","是","通州","集中供暖"
"2859",2379.00000087609,3,1,1,9,"次卧","中楼层","是","朝阳","集中供暖"
"2860",1976.00000090333,4,1,1,10,"主卧","低楼层","是","顺义","集中供暖"
"2861",5472.0000009314,4,1,1,20,"主卧","中楼层","是","朝阳","集中供暖"
"2862",2272.0000009603,3,1,1,12,"次卧","低楼层","是","通州","集中供暖"
"2863",1933.00000099008,4,1,1,10,"次卧","中楼层","是","通州","集中供暖"
"2864",3453.00000102076,2,1,1,10,"次卧","低楼层","是","海淀","集中供暖"
"2865",3216.00000105235,2,1,1,18,"主卧","低楼层","是","石景山","集中供暖"
"2866",2556.00000108489,3,1,1,10,"次卧","中楼层","是","朝阳","自采暖"
"2867",1951.00000111841,4,1,1,10,"主卧","高楼层","是","通州","集中供暖"
"2868",2825.00000115293,3,1,1,12,"主卧","低楼层","是","朝阳","集中供暖"
"2869",3212.00000118849,3,1,1,11,"主卧","低楼层","是","朝阳","集中供暖"
"2870",2608.0000012251,3,1,1,13,"次卧","低楼层","是","通州","集中供暖"
"2871",2168.00000126282,4,1,1,7,"次卧","低楼层","否","朝阳","集中供暖"
"2872",2677.00000130165,4,1,1,14,"次卧","中楼层","是","昌平","自采暖"
"2873",2034.00000134165,4,1,1,12,"主卧","低楼层","否","通州","集中供暖"
"2874",2590.00000138283,2,1,1,13,"主卧","高楼层","否","朝阳","集中供暖"
"2875",2181.00000142524,4,1,1,11,"次卧","中楼层","否","昌平","集中供暖"
"2876",1822.00000146891,3,1,1,12,"次卧","高楼层","是","房山","集中供暖"
"2877",2598.00000151388,3,1,1,14,"主卧","低楼层","是","丰台","集中供暖"
"2878",1406.00000156018,3,1,1,10,"主卧","高楼层","是","房山","集中供暖"
"2879",3326.00000160785,3,1,1,16,"主卧","低楼层","否","朝阳","自采暖"
"2880",2562.00000165693,3,1,1,10,"次卧","高楼层","是","昌平","集中供暖"
"2881",2561.00000170747,3,1,1,10,"次卧","高楼层","是","通州","集中供暖"
"2882",3495.0000017595,3,1,1,12,"次卧","低楼层","是","朝阳","集中供暖"
"2883",2580.00000181306,3,1,1,8,"次卧","高楼层","是","朝阳","集中供暖"
"2884",1972.0000018682,4,1,1,10,"次卧","高楼层","是","通州","集中供暖"
"2885",3276.00000192497,3,1,1,18,"主卧","低楼层","是","通州","集中供暖"
"2886",1955.00000198341,4,1,1,11,"次卧","高楼层","是","顺义","集中供暖"
"2887",2624.00000204357,4,1,1,11,"次卧","高楼层","是","昌平","自采暖"
"2888",2390.00000210549,5,1,1,13,"次卧","低楼层","是","朝阳","自采暖"
"2889",3940.00000216923,3,1,1,9,"主卧","高楼层","是","海淀","自采暖"
"2890",3036.00000223484,3,1,1,17,"主卧","低楼层","是","海淀","自采暖"
"2891",3810.00000230237,4,1,2,10,"次卧","中楼层","是","朝阳","自采暖"
"2892",2828.00000237188,3,1,1,14,"主卧","中楼层","是","通州","集中供暖"
"2893",2828.00000244341,3,1,1,16,"次卧","低楼层","是","朝阳","集中供暖"
"2894",4625.00000251704,2,1,1,21,"主卧","低楼层","是","海淀","集中供暖"
"2895",2534.00000259281,3,1,1,18,"主卧","低楼层","是","通州","集中供暖"
"2896",3865.0000026708,4,1,1,12,"主卧","高楼层","是","朝阳","集中供暖"
"2897",2546.00000275105,3,1,1,11,"次卧","高楼层","是","昌平","集中供暖"
"2898",2302.00000283363,4,1,1,10,"次卧","中楼层","是","大兴","集中供暖"
"2899",2399.00000291862,4,1,1,11,"次卧","中楼层","是","大兴","集中供暖"
"2900",2424.00000300607,4,1,1,11,"次卧","中楼层","是","大兴","集中供暖"
"2901",2158.00000309606,3,1,1,9,"主卧","中楼层","是","大兴","集中供暖"
"2902",3093.00000318865,3,1,1,10,"次卧","高楼层","是","海淀","自采暖"
"2903",4027.00000328392,3,1,1,22,"主卧","低楼层","是","朝阳","自采暖"
"2904",3137.00000338195,3,1,1,11,"主卧","低楼层","是","昌平","自采暖"
"2905",2800.00000348281,3,1,1,9,"次卧","低楼层","是","昌平","自采暖"
"2906",2891.00000358658,3,1,1,16,"主卧","高楼层","是","丰台","集中供暖"
"2907",2511.00000369334,3,1,1,14,"主卧","中楼层","是","顺义","集中供暖"
"2908",2047.00000380317,3,1,1,13,"主卧","中楼层","是","房山","集中供暖"
"2909",2584.00000391617,3,1,1,13,"主卧","中楼层","是","丰台","集中供暖"
"2910",1520.00000403241,3,1,1,6,"次卧","高楼层","是","房山","集中供暖"
"2911",3260.00000415198,3,1,1,11,"主卧","高楼层","是","海淀","自采暖"
"2912",1653.00000427499,4,1,1,15,"次卧","中楼层","否","房山","自采暖"
"2913",1679.00000440152,4,1,1,8,"次卧","中楼层","是","房山","集中供暖"
"2914",2397.00000453167,3,1,1,8,"次卧","高楼层","否","海淀","自采暖"
"2915",2218.00000466554,4,1,1,19,"主卧","中楼层","是","房山","自采暖"
"2916",2493.00000480324,4,1,2,17,"主卧","中楼层","是","昌平","集中供暖"
"2917",2390.00000494486,3,1,1,9,"次卧","低楼层","是","大兴","集中供暖"
"2918",2460.00000509052,4,1,1,11,"次卧","中楼层","是","昌平","自采暖"
"2919",2685.00000524033,2,1,1,18,"主卧","中楼层","是","通州","集中供暖"
"2920",2639.00000539441,3,1,1,17,"主卧","高楼层","是","朝阳","集中供暖"
"2921",2582.00000555286,4,1,1,11,"次卧","中楼层","是","昌平","自采暖"
"2922",2266.0000057158,2,1,1,9,"主卧","高楼层","否","大兴","集中供暖"
"2923",1956.00000588337,3,1,1,10,"次卧","中楼层","是","大兴","集中供暖"
"2924",1774.00000605569,3,1,1,15,"主卧","高楼层","是","房山","集中供暖"
"2925",2468.00000623288,3,1,1,17,"主卧","中楼层","否","昌平","集中供暖"
"2926",2854.00000641509,3,1,1,13,"主卧","低楼层","是","丰台","集中供暖"
"2927",3078.00000660244,3,1,1,14,"主卧","中楼层","是","朝阳","自采暖"
"2928",3241.00000679508,3,1,1,23,"主卧","高楼层","是","朝阳","集中供暖"
"2929",2362.00000699314,4,1,1,10,"次卧","高楼层","是","通州","集中供暖"
"2930",3290.00000719679,3,1,1,14,"次卧","中楼层","是","朝阳","集中供暖"
"2931",2753.00000740616,2,1,1,10,"主卧","中楼层","是","丰台","集中供暖"
"2932",2124.00000762142,3,1,1,11,"次卧","中楼层","否","昌平","集中供暖"
"2933",3342.00000784271,4,1,1,17,"主卧","中楼层","否","朝阳","自采暖"
"2934",3577.00000807022,5,1,2,17,"主卧","高楼层","是","朝阳","集中供暖"
"2935",2003.0000083041,3,1,1,9,"次卧","低楼层","否","昌平","集中供暖"
"2936",2997.00000854452,3,1,1,17,"主卧","中楼层","是","昌平","集中供暖"
"2937",2569.00000879166,4,1,1,9,"次卧","中楼层","是","昌平","集中供暖"
"2938",2556.00000904571,3,1,1,14,"主卧","中楼层","是","通州","集中供暖"
"2939",3922.00000930685,3,1,1,15,"主卧","高楼层","是","朝阳","集中供暖"
"2940",2390.00000957526,3,1,1,13,"次卧","中楼层","是","通州","集中供暖"
"2941",2276.00000985114,4,1,1,13,"次卧","高楼层","是","大兴","集中供暖"
"2942",3142.0000101347,3,1,1,22,"主卧","高楼层","是","大兴","集中供暖"
"2943",2679.00001042614,3,1,1,12,"主卧","中楼层","否","朝阳","自采暖"
"2944",2162.00001072567,3,1,1,8,"次卧","中楼层","是","朝阳","自采暖"
"2945",3894.0000110335,3,1,1,8,"次卧","低楼层","是","朝阳","集中供暖"
"2946",2241.00001134985,2,1,1,13,"主卧","高楼层","是","大兴","集中供暖"
"2947",3523.00001167496,5,1,1,15,"次卧","低楼层","是","昌平","自采暖"
"2948",2361.00001200906,3,1,1,12,"主卧","高楼层","是","大兴","集中供暖"
"2949",2776.00001235238,4,1,1,11,"次卧","高楼层","否","朝阳","自采暖"
"2950",2799.00001270517,5,1,1,9,"次卧","中楼层","否","海淀","集中供暖"
"2951",3563.00001306768,3,1,1,16,"主卧","低楼层","是","丰台","自采暖"
"2952",2791.00001344017,3,1,1,14,"次卧","中楼层","是","朝阳","集中供暖"
"2953",3297.0000138229,4,1,1,14,"次卧","高楼层","是","昌平","集中供暖"
"2954",3167.00001421614,5,1,1,19,"主卧","中楼层","是","朝阳","集中供暖"
"2955",2542.00001462017,4,1,1,8,"次卧","低楼层","是","海淀","自采暖"
"2956",1895.00001503528,3,1,1,12,"主卧","高楼层","是","大兴","集中供暖"
"2957",2512.00001546175,2,1,1,12,"主卧","高楼层","是","通州","集中供暖"
"2958",1936.00001589989,4,1,1,9,"次卧","中楼层","是","通州","自采暖"
"2959",2672.00001634999,4,1,1,12,"主卧","高楼层","是","昌平","集中供暖"
"2960",2280.00001681239,3,1,1,12,"主卧","低楼层","否","通州","集中供暖"
"2961",2240.00001728739,4,1,1,9,"次卧","中楼层","否","昌平","集中供暖"
"2962",3067.00001777533,4,1,1,21,"主卧","中楼层","否","昌平","集中供暖"
"2963",3084.00001827654,3,1,1,20,"主卧","中楼层","是","昌平","集中供暖"
